utterance,label
"Okay! So, we’ll just stay married.",1
"Yes, exactly!",1
And I will make everyone call me Mrs. Geller!,1
"Wow! This is so amazing. I uh, I really thought I’d have to talk you into this more.",1
What-wh-what so we’ll just stay married forever?!,2
"Okay, look, how is this gonna affect you?",0
Really?,2
I mean you fill some form out once and a while and instead of checking the box that says Ms you check the box that says Mrs.!,1
It’s,0
"Ohh, okay, I’m sorry.",2
You’re right.,0
Y’know what?,0
I’m asking you to do me a favor.,0
You are asking me to be your wife!,2
And as my wife I think you should grant me this favor.,0
Oh my God!,2
"I know, I know, I'm such an idiot.",1
"My brother's going through that right now, he's such a mess. How did you get through it?",0
"Well, you might try accidentally breaking something valuable of hers, say her-",0
-leg?,0
"That's one way! Me, I- I went for the watch.",0
You actually broke her watch?,1
"Barry, I'm sorry...",2
I am so sorry...,2
"I know you probably think that this is all about what I said the other day about you making love with your socks on, but it isn't... it isn't, it's about me, and I ju-  Hi, machine cut me off again... anyway...",2
"No real-, honey, really it’s fine, just g-go with Susan.",0
"Really, I, no, I think girls night out is a great idea.",1
"Okay, okay, bye",0
So what are they doing?,0
"I don’t know, something girlie.",1
"Hey, you’re early.",0
What are you doing with the lamp?,1
I’m just taking it to be re-wired.,0
"Oh, well don’t take it to the same place you took the stereo, ‘cause they’ve had that thing for over a week.",2
"No, no, Mr. Heckles no one is making any noise up here.",0
You’re disturbing my oboe practice.,2
You don’t play the oboe!,2
I could play the oboe!,2
Ohhh! That is soo sweet!,1
"Okay, okay look, I know I'm being Mr. Inappropriate today, but it's just so tough, I mean see you walking around and I just wanna touch you and hold you, come on no one's around, just, just kiss me.",1
"All right that's, that's it!! Get off her!",2
What is going on?,2
What's going on?!  That's what's going on!!,2
Ross!,2
I have been down in your store for twenty minutes trying to get a tie!,2
What do I have to do to get some service?!,2
Hi Rach.,0
Ross?,0
Yeah?,0
Hey it’s Mona! From the wedding.,1
Oh hi!,1
Hi!,1
Wow! Uh…how are you?,1
"I’m good except umm, you still owe me a dance.",0
"Oh that’s right. Well uh, would you be interested in seeing a Ukrainian film?",1
Oh you’re serious. Sure!,1
Great! Well umm,1
I think I might need one more cup of coffee.,0
"Sure! Uh, let me get it for ya.",0
Okay.,0
"Look, I feel really bad about how I freaked you out before, so I called the father and asked him to meet you here so you can tell him.",2
Go!,2
"What? Hey wait a minute! Phoebe, how do you even know who the father is?",2
"I may play the fool at times, but I’m a little more than a pretty blond girl with an ass that won’t quit.",2
I believe this belongs to the father of your baby.,0
"Oh God… Oh, he’s in there right now?",2
Uh-huh. Now you can turn around or you can go in there and rip the Band-Aid off. What to you want to do?,0
"Uh, let’s rip!",2
Really? Are you sure?,2
Oh Phoebe!,1
"Okay, sorry. Yeah.",0
Hey Rach.,0
"Hey, thank you so much for these tickets, Chandler.",1
"Oh well, this was a really important experience for me, and    I wanted to share it with you.",1
"Oh, you're so wonderful.",1
"It can’t be me, I’m standing right here.",0
Wanna peek?,0
No!,2
Come on!,1
We’re not peeking?,2
Well I’m peeking.  Oh my God!,2
"Hello sir, you know Monica.",0
Chandler is fantastic!!,1
What?!,1
Y’know how people just click?,1
"Like he came by to pick me up, and I opened the door, and it was just like, click!",1
Did he tell you?,1
"Oh, and he’s got such a good heart! Doesn’t he have a good heart?",1
"Oh, I know...",1
"Oh, I know and he’s soo sweet! Listen, he said he was going to call, so put him straight through.",1
Isn’t this great?!,1
Don’t spoil it.,0
Hi.,0
"Hi, sweetie!",1
Hello.,0
"Hi, Ross.",0
"Yeah, huh.",0
I?ve got some bad news.,2
What?,2
"I can get a quick bite to eat, but then I have to come back up here.",0
"Come on sweetie! You?ve had to work late every night for the past two weeks, what is it this time?",2
"But work comes first!  Oh hey, but that?s sad about you though, what happened? Burn out? Burn all out, did ya?",1
"Nooo, he?s leaving for a better job.",0
"Oh well that?s great, so I guess this is ah, this is good bye then. Huh?  Good bye.",1
"Okay, then.",0
Okay.,0
Well we?re gonna miss you around here.,2
"Yeah, me too.",2
"So, see ya on Saturday.",0
"Yeah, you bet.",0
Whazzup??,0
"Seriously dude, 3 years ago.",1
"Listen, can you do me a favor?",0
I'm gonna be out today.,0
"Can you    just keep an eye on Joey, make sure nothing happens between him and Molly?",0
You don't trust him?,1
I think the check in is that way.,0
Ahh.,0
"Monica face it, Chandler is against marriage. And-and always will be!",0
Well there’s some people who do want to marry me.,2
There are?,1
Yeah! Richard!,2
R-R-Richard said he wants to marry you?!  And-and Chandler’s tellin’ ya how much he hates marriage?!,2
That’s right.,0
Chandler,0
You just told me that he hates marriage!,2
That-that he’s a-a complex fellow who’s unlikely to take a wife!,2
That-that he’s against marriage and always will be!,2
You got,0
"You know you probably didn't know this, but back in high school, I had a, um, major crush on you.",2
I knew.,0
You did! Oh.... I always figured you just thought I was Monica's geeky older brother.,1
I did.,0
Oh.,2
"Listen, do you think- and try not to let my intense vulnerability become any kind of a factor here—but do you think it would be okay if I asked you out?",2
Sometime?,0
Maybe?,0
"Yeah, maybe...",1
"Okay... okay, maybe I will...",1
"Well, I just thought it’d make me feel good to do something nice for my friend.",0
"Well, you’re amazing.",1
Oh no-no-no.,0
"A TV as if it appears from nowhere! That’s the dream! Man, how did you afford this stuff?",1
"Well, y’know I’m 29. I mean who needs a savings account.",0
"Oh, you are the best friends anyone has ever had.",1
"Oh, I don’t know.",2
"Oh-no-no-no, you are!",1
"You do this, you give me the great advice, and hey listen, I was thinking about what you said yesterday about focusing on one woman, I’m gonna do that.",1
You mean with Casey.,0
"No-no-no, I think I’m gonna see how things go with Kathy. She’s pretty cool.",0
Or Casey.,0
"No-no, Kathy.",0
Could be Casey.,0
"No. No, Kathy.",0
Consider Casey.,0
I think somebody’s got a little crush on Casey.,1
How ‘bout I fix you two up?,1
What do you think?,1
That all the pieces of my life are falling right into place!,1
"Hey, anybody got a length of rope about six feet long with a little nouse at the end?",0
"Honey, what’s the matter?",0
I just saw Janice.,0
"‘Cause every time I see your face, I can’t help but fall from grace. I know.....",1
Wow! This girl is good.,1
"Oh-ho yeah! A song with rhyming words. Oo, I never thought of that before.",2
I like her.,0
Why? Because she can sing and play guitar and do both at the same time?,0
"Well, that’s pretty much all I’m looking for from these people.",0
Look at you. All jealous.,2
"Yeah Pheebs, come on, you two have completely different styles. Y'know, she’s more.. y'know, and you’re more",0
Say you'll stay beside me,2
"Okay, see, see, everyone else is happy she’s done.",2
"Okay, my next song’s called: Phoebe Buffay, What Can I Say.",0
"I Really Loved When We Were Singing Partners, And I Shouldn’t Have Left You That Way.",0
"Oh no, one of those ‘look for the hidden meaning’ songs.",0
"Yes, hello.",0
I have a question.,0
"Umm, I used your pen to draw on my friend's face.",0
A beard and a moustache.,0
Thank you.,0
"No,",0
What?! What else did he say?,2
"Umm, he said he thought I was funny.",0
"So… Okay, look-look umm, let's just go downstairs, we'll have some fun, and you will forget all about it.",0
"Ross, no! There is",2
"Oh, come on! Rach, it's-it's not that bad.",0
"Ross, I am a human doodle!!",2
"Look, just because some idiot drew on your face doesn't mean you shouldn't have any fun!",0
"And besides, hey-hey-hey no one is even gonna",0
"Okay, there was",0
Come on!,1
"Oh wait, don’t you have to pay for your,  Busty Ladies?",1
"No, it’s okay. Some-some kid asked me to pick it up for him, but I don’t",0
Oh my God!!! What are you doing?!!,2
"You said, you wanna come in for some lemonade?",0
So?!,2
"Whoa, ah!! We’re you just gonna give me some lemonade?",2
Yeah huh!! Cover yourself up!,2
"Oh right, right.",0
"I don’t believe this! When someone asks you in for lemonade, and to you that means they wanna have sex?",2
Well usually...yeah!,1
"Well, not just lemonade, iced tea, sometimes juice.",0
"Well, sorry, I just, I thought you liked me.",0
I’m such a jerk.,2
"It’s okay. I suppose it could happen to anyone, not anyone I know, but... By the way I can still see it.",0
Hmmm... this is so nice.,1
"OK, I have a question. Well, actually, it's not so much a question as.. more of a general wondering... ment.",0
OK.,0
"OK. Here goes. For a while now, I've been wanting to, um....",0
Ohhh!!!!,1
"Yes, yes, that's right...",0
"Oh, look at the little cat!",1
What?  Ow!,2
"Well, I was probably going to do it at some point.",0
I didn't mean,0
It's brilliant!,1
"Goodbye Mike, we'll see you at the wedding, fella!",1
"well, we probably won't invite you to the wedding...",0
"Thank you, Chandler.",0
Sincerely.,0
"Well, you're welcome! Glad I could help.",1
"David, I'm pretending to",0
"Okay, you have 19 questions left. Use them wisely.  Come on Joey! You can’t win if you don’t ask any",1
What?!,2
"Well, you promised me a fun road trip!",1
We’ve been on the road six hours and you’ve been asleep for five and a half!,2
We are switching at the next rest stop and,2
All right. All right.,0
Yeah! And until then you are going to sing to me because the radio’s broken and you are selfish but have a nice voice.,2
Really? I don’t,2
Sing!!,2
Morning!,1
Everything was delicious!,1
Thank you!,1
It was. The duck in particular was superb.,1
Thank you!    You haven't said anything...,1
Actually I do have one small complaint.,0
Oh..please!I-I welcome criticism.,0
The musician right outside the restaurant...it's kind    of a mood-killer!,2
What musician?,1
We did?,0
You owe me 20 bucks.,1
Thank you. Thank you so much!,1
"Chandler, here you go, got your traditional Thanksgiving feast, you got your tomato soup, your grilled cheese fixin's, and your family size bag of Funyuns.",0
"Wait, wait, Chandler, this is what you're havin' for Thanksgiving dinner?",2
"What, what, what is it with you and this holiday?",2
"All right, I'm nine years old.",0
"Oh, I hate this story.",2
We just finished this magnificent Thanksgiving dinner.,0
"I have--and I remember this part vividly--a mouthful of pumpkin pie, and this is the moment my parents choose to tell me they're getting divorced.",2
Oh my god.,2
Yes. It's very difficult to appreciate a Thanksgiving dinner once you've seen it in reverse.,2
"Hey, who's this little naked guy?",1
That little naked guy would be me.,0
"Aww, look at the little thing.",1
Who are those people?,1
Got me.,1
"Oh, that's Nana, right there in the middle.  'Me and the gang at Java Joe's'.",0
"Wow, Monica, you look just like your grandmother. How old was she there?",1
"Let's see, 1939... yeah, 24, 25?",0
Looks like a fun gang.,0
"Ooh, look-look-look-look-look! I got Monica naked!",1
"So, what’s this about?",1
"Rachel has something that she wants to tell you and umm, I believe that this is your red sweater.",0
No.  This is my red sweater.,0
Oh no. Could I get anyone a coffee or…poison? No? Just for me? Okay.,2
What’s going on Rach?,1
"Nothing! Phoebe kinda made a mistake. But y’know you do wear that sweater a lot, are you involved in some kind of dare?",2
"Y’know, I’m actually glad Phoebe called.",1
"I know we broke up because you thought I wasn’t mature enough, but I’ve really grown up and think we should get back together.",1
"Oh, it’s just not the right time.",2
It is the right time.,1
Okay.,0
‘Kay!,1
in the category of Favorite Returning Male Character the nominees are: John Wheeler from,0
What the?!,2
Yeah.,0
"You’re an Aquarius, huh?",0
I bet you’re a Gemini.,0
Nope.,0
Taurus?,0
Nope.,0
Virgo?,0
Nope.,0
Sagittarius?,0
Yep.,0
"I knew it! I knew it, ahh….",1
You’re not gonna speed anymore right?,0
I won’t speed.,0
And you promise you’ll get this taken care of right away?,0
I promise.,0
And in the meantime you better let him drive. Does he have a license?,0
Yeah!,0
Can he handle the stick?,0
Oh well,0
I can handle the stick!!,2
Hey!,1
I can’t believe this is taking so long. How are you doing?,2
Oh not bad. Do you know that feeling when you’re trying to blow a Saint Bernard out your ass?,2
Weirdest thing. Did I hear——Mother of God it’s true!,2
Chandler Bing!,1
Janice,1
"Not just Janice, Janice in labor, contracting and everything.",1
"Oh, this should be easy. I have a very wide pelvis. You remember Chandler.",0
Janice I didn’t even know you were pregnant! Who’s the unwitting human who’s essence you’ve stolen?,1
It’s you. This is yours.,0
What?!,2
Look how nervous he gets! We haven’t slept together in years!,1
That’s funny. Does it-does it hurt? Does the labor hurt?,2
"Man, I’m starving! What the hell was I thinking at dinner?! ""Do you want soup or salad?"" Both! Always order both!",2
"Y’know, y’know I’m lookin’ and I don’t think anyone’s home here.",0
"I say we just break the window, crawl through, and-and y’know explain later.",0
Yeah? Really? No one’s home?,1
I don’t think so. Hello?  When you get in there,0
"Hey, what's up?",0
I just saw Danny getting on the subway with a girl and he had his arm around her.,2
"Oh, honey, I'm sorry.",2
"Well, you should be, this is all your fault! You meddled in our relationship!!",2
You had no relationship!!,2
"No, but I was doing my thing and everything was going according to the plan!",2
"Oh God, stop with the plan!",2
"So what, so what you saw him with a girl?",0
Who cares?!,2
That doesn't mean anything!,2
"Now look, you're going to go out on a date with Danny and you're going to be so charming he's gonna forget all about that stupid subway girl.",0
She was kinda stupid.,0
You're right.,0
"All right, I'm just gonna go on the date.",0
I'm gonna go on the date.,0
That is the new plan.,0
Hi.,0
Phoebe!,1
Ta-da.,1
Hey.,0
Hi.,0
"Ahh, look at you, you look great.",1
"Do I? Thank you, so do you.",0
Thanks.,0
Sparkly.,0
"So, wow, this is pretty wonerful, huh.",1
Mr. major capades guy.,0
"I, I remember when you were just, like, King Friday in Mr. Roger's Ice is Nice.",0
You always said I'd make it.,1
"Yeah, well, ya know, I'm kind of spooky that way. Wooo.",0
I missed you.  I'm gonna get changed.,0
OK.,0
"Um, now. Phoebs.",0
"Oh, right, OK. Ole.",0
What?,0
"Um, the matador.  Ole, ha ha ha.",1
"Hi Joey it's Jane Rogers, can't wait    for your party tonight.",1
"Listen, I forgot your address, can you give me a call?",0
"Thanks, bye.",0
Hey!,1
Hey!,1
What's happening?,1
"Yeah, it's a real shame you can't make it to that one-woman    show tonight.",2
"Oh, I'd love to, but I gotta get up so early the next day and    so, you know me, work comes first",0
"Oh, yeah, yeah, yeah...",0
"""Hi Joey, it's Jane Rogers can't wait for your party tonight""",1
Stupid Jane Rogers!!,2
You are having a party tonight??,2
Kinda have a... a thing for the Days Of Our Life's people.,0
And you weren't going to tell us? How did you think you were    gonna get away with that?,2
I do it every year.,0
You do that every year??,2
I didn't have to tell you that!! I'm stupider than Jane Rogers!!,2
"Oh, that's why you got these tickets to that play, to get rid    of us??",2
Yeah...,0
And last year is that why you sent us to that medieval times    restaurant?,2
Yeah...,0
"OH! And the year before that, when you set up that nighttime    tour of that button factory?",2
Who's this from?,1
"Oh, that's Ross's.",0
Oh...  Oh my God. He remembered.,1
Remembered what?,0
It was like months ago.,1
"We were walking by this antique store, and I saw this pin in the window, and I told him that it was just like one my grandmother had when I was a little girl.",2
Oh!,1
I can't believe he remembered!,1
"Oh, it's so pretty. This must have cost him a fortune.",1
I can't believe he did this.,1
"Come on, Ross? Remember back in college, when he fell in love with Carol and bought her that ridiculously expensive crystal duck?",0
What did you just say?,1
F-hah.... flennin....,2
Oh.... my God.,1
I really like waking up with you.,1
"I like waking up with you too.  Oh! It's such a beautiful morning.  Oh, I can stay here all day.",1
That would be great!,1
We could have breakfast in bed,1
"Wait, just a second.",0
Okay.  Oh! Oh no.,2
"Well that was depressing, I think I just bought a soft pretzel from one of the kids from",2
Um-hmm. Oh wait! This is Bonnie.,1
Hi!,1
This is Bonnie?  This is Bonnie?  You’re Bonnie?,1
I can show you an ID if you want?,0
"Oh no, I’m sorry, you look a lot different from the last time I-I saw you.",1
"Oh yeah, well I just started wearing bras again.",0
"Oh, that must be it.",0
Well I hope you have fun tonight.,0
Thanks! You too.,1
I believe it.,0
"Yes, I do.",0
"No you do—y'know what, you’re not gonna suck me into this.",2
"Oh sure I am, because you always have to be right.",2
"I do not always have to be—okay, okay.",2
Jurassic Park,0
"I'm telling you, something's wrong! My brother does not stay out all night.",2
Maybe we should check the trash chute.,0
Ross couldn't fit down the trash chute.,0
"That's right, he almost could. Which is exactly how I got stuck there.",0
Hey!,0
There he is!,1
Oh my God!  Where the hell have you been?!!,2
"Just, y'know out.",0
"Ohh, out, oh God, I don't know why we didn't think to check there!",2
What were you doing?,0
"I uh, went to a bar. And then I just uh, just walked around for a while.",0
He hooked up! He hooked up with someone.,1
"Look, I don't have to answer your questions! Okay? I'm a big boy, I can do whatever I want!",2
He hooked up!! Tell us about her!,1
Ross you left you scarf in… Hey you guys.,0
"Oh yeah, that looks good.",0
You guys make a,0
"Yeah, we look great together.",1
Okay.,0
Wow! Imagine what our kids would look like!,1
"Y’know, we don’t have to imagine.",0
I’m marrying her.,1
We’ll just see.,0
Hey! Hey! Be careful around my Porsche!,2
Hi Joey.,0
Hey! How you doin’?,0
He has the most amazing Porsche under there!,1
"I’d love to show ya, but I just tucked her in.",0
She’s sleeping.,0
"Hey uh, would you two girls like to go for a drink?",0
"Well, the old lady died.",2
And how do I know?,0
Her dying wish was for one last kiss.,0
"But I don’t care,  because you got the apartment.",1
Yes!,1
Ewww. Yeah. Umm. I think I’m gonna stay here.,2
Isn’t that great?,1
Ezels!!,2
"Smelly cat, smelly cat, what are they feeding you? Smelly cat, smelly cat, it’s not your fault.",0
"Wow, that’s great.",1
"Oh, yeah!",1
"Y'know you could totally sell this. It’d be perfect for like umm, a kitty litter campaign.",0
"I..., a jingle? No, no-no-no, no.",0
What? Why not? You could make a ton of money.,2
"Okay, well if I was in this for the money, I’d be a millionaire by now, y'know.",0
You just got to get out of that jingle head sweetie.,0
"Aw, you’re right, you’re right. I’m sorry.",0
"That’s okay. All right, I’m gonna play song that’s really, really sad. It’s called Magician Box Mix Up.",1
"Okay sir, um-mm, let see if I got this right.",0
"Ah, so this is a half-caf, double tall, easy hazel nut, non-fat, no foam, with whip, extra hot latte, right?",0
"Okay, great.",1
You freak.,2
Thank you.,1
"Um, coffee to go, please.",0
Isabella Rosselini.,0
Are you serious?  Oh my God.,1
Damn! I can’t believe I took her off my list.,2
Why? ‘Cause otherwise you’d go for it?,0
"Yeah, maybe.",0
"Oh-oh, you lie.",2
What you don’t think I’d go up to her?,0
"Ross, it took you ten years to finally admit you liked me.",0
"Yeah, well missy, you better be glad that list is laminated.",2
"You know what honey, you go ahead, we’ll call her an alternate.",0
"Okay, hold my crawler.",0
Okay.,0
"Rach, are you really gonna let him do this?",1
"Honey, he’s about to go hit on Isabella Rosselini. I’m just sorry we don’t got popcorn.",1
"Okay, that's, that's enough.",0
Won't you dance around with me.,0
A-ha!!!,1
"Oh-oh-oh, yeah!  That's right, you take good care of those babies!",1
Excuse me?,2
"It's me, Joey!",1
Do I know you?,1
Joey!,1
"Oh-ho, yeah. Yeah, the hand guy.",0
Okay that’s fair.,0
All right.,0
Good!,0
Pick one.,0
Left!  Thank you.,1
You’re welcome.,0
Ross!,1
Joey!  We should just switch.,0
Yeah absolutely!,1
"Rachel, we’re sorry for pushing those guys on you.",2
Oh that’s all right!,1
"Y’know, I ended up having a really good time.",1
"Y’know, the charity was a big success and they raised a lot of money and awareness.",1
So what was it for anyway?,0
I wanna say a disease.,0
Hey!,1
Hey!,1
I just got this really weird message from Ross. He said turn on,0
"Oh my God, look! That’s Elizabeth!",1
Oh-oh Professor Geller.,0
"Ahh, to be 13 again.",0
"Hey! So uh, was he excited about the tickets?",0
No! He blew us off!,2
What?!,2
I know!,2
I can’t believe it.  Can I tell you something? I’m a little mad at him now.,2
Can I tell you something? Me too.,2
"Y’know what? He didn’t want to talk to us about being angry, well maybe we don’t talk to him",2
Ooooh! Freeze him out.,1
That’s right!,1
I like it!,1
Doorknob?,0
"Yeah, it kinda grows on you.  Actually, I wanted to finish talking to you about uh, spring vacation.",0
Oh good.,1
"Look, I…  Look, I’m having a great time with you and I just don’t want us to move to fast or put to much pressure on us.",2
"So, I’m sorry I just don’t think we should go away together yet.",2
It’s-it’s too soon.,2
"Ross, I think you misunderstood what I was saying. I just wanted to tell you that I’m going to Florida for a couple weeks.",1
No. I think you misunderstood what,1
You are so adorable.,1
That! Let’s talk about that.,1
Hey!,1
How do you feel?,0
"Well, let’s just say that Krog will be fully equipped to destroy the universe again in twelve to fourteen hours.",0
"Okay, so I",0
And protected them from a tornado?,0
Oh my God.,2
"I know, the babies are asleep.",0
"Phoebe, what, what happened here?!",2
I did it! I took care of the babies all by myself!,1
But my apartment!,2
Is not as important as the fact that Phoebe took care of the babies all by herself.,0
"You’re right, you’re right I shouldn’t freak out.",0
‘Cause this is what will happen when you and I have babies!,0
When will that be?,0
"Phoebe, would you take a look at this mess!!!!",2
Hey Ross! The baby’s kicking!,1
What?! It is?!,1
It’s not kicking right now. Although we would love to see you do  that again.,1
"Hey, when-when was it kicking? What happened?",1
Last night! I just felt it and I went into Joey’s room and he was sleeping,1
A dreamless sleep.,0
"So c'mon, you guys, tell me all the dirt!",1
"Well, the biggest news is still you dumping Barry at the altar!",0
Alright. Let's talk reality for a second.,0
Okay.,0
When are you coming home?,0
"What? Guys, I'm not.",1
"C'mon, this is us.",0
I'm not! This is what I'm doing now. I've got this job-,0
Waitressing?,2
"Okay, I'm not just waitressing.",0
I'm..,0
"I, um...",0
"I write the specials on the specials board, and, uh... and I, uh...",0
"I take the uh dead flowers out of the vase... Oh, and, um, sometimes Artelle lets me put the little chocolate blobbies on the cookies.",2
"We get off around midnight, why don't we pick you up then?",0
"So, um, will you bring the truck?",0
I'll even let you ring the bell.,0
"Oh, my god.",1
"See, there you go, the cleansing works!",1
They're nice guys.,0
"Oh, they're firemen guys.",1
Your son.,0
"No-no-no. I don't have a son named Jordie. We all agreed, my son's name is Jamie.",2
"Well, Jamie was the name of Susan's first girlfriend, so we went back to Jordie.",0
"What? Whoa, whoa whoa whoa, what do you mean,",2
"Ow, ow, ow, ow, leg cramp, leg cramp, leg cramp.",2
I got it.,0
I got it.,0
"I got it! Hey, you get to sleep with her, I get the cramps.",2
"No, you don't.",0
"All right, that's it. I want both of you out.",2
Why?,2
He started it!,2
"No, you started it.",2
"I don't care. I am trying to get a person out of my body here, and you're not making it any easier.",2
Now go!,2
Thanks a lot.,2
See what you did.,2
"Yeah, listen...",0
Out,2
"Oh, and I can also speak a little French. Voulez-vous coucher avec moi ce soir?  Why? What did I say?",1
"Well, you just asked if I wanted to go to bed with you tonight.",0
Oh my God! No wonder I get such great service at Cafe Maurice.,1
"Knock, knock, knock, knock, hi.",0
"Um, could you please tell Sergei that um, I was fascinated by what Boutros Boutros Gali said in the New York Times.",0
You didn’t say Boutros Boutros Gali.,0
Boutros Boutros Gali.,0
He says he was too.,0
Interesting.,0
So I was wondering....,0
"Okay, ah, before you get all talky again, umm, could you also please tell Sergei that I really like his suit.",1
"Eh, he said, thank you very much, he thinks you look very pretty tonight, your hair, golden like the sun.",1
So you're a chef?,0
I’m also thinking about opening up my own restaurant.,1
"Oh, really.",1
"Monica, can I talk to you behind my menu, please.  What are you doing?",0
"Well, I was having a conversation.",0
"Yeah but, Mischa is so interested in you, that Sergei and I haven’t been able to say two words to each other.",2
What do you want me to do? Just sit here silently while you three have a conversation?,2
That would be great. Thank you.,0
so we finally get to the top of the mountain and airhead here  forgets the camera!,2
"Oh, y'know the same thing happened to me one time.",0
When did that happen to you?!,2
Don't you remember when we were jogging in the park and we saw that really pretty bird and wanted to take a picture—I didn't have my camera!,0
"Oh yeah. First off all, chasing the Churo guy isn't jogging.",2
"Oh, this is so good  you have got to try it.",1
"Oh, damn! I got it on my pants.",2
"Here, I'll get it.",0
We'd better take these pants off upstairs or that stain's gonna set.,0
Yep.  I'm gonna wear these on our date tonight.,1
"Oh, great!",1
"Okay, bye!  Oh my God!!",1
That was unbelievable!,2
"Yeah, wow, sorry Rach.",2
I don't believe they're brother and sister.,2
They're brother and sister!!!,2
Action!,0
I found the picture!,2
What picture?!,2
The picture of my wife! In your pack!,2
You went through my personal property?,2
Why do have a picture of Paulette in your pack?!,2
"Because Vincent, we were lovers.  For two years!",2
Cut! Wonderful!,1
Great scene yeah?,1
"Oh you’re awesome! And, in that last speech? You soaked me.",1
Here’s your call sheet for tomorrow.,0
I know.,0
"So Chandler, your parents must’ve been thrilled when you told them you were engaged.",1
"Oh yeah, I should probably call them.",0
I remember when we first got engaged.,1
"Oh, I don’t think I ever heard that story.",0
"Well, I’d gotten Judy pregnant. I still don’t know how that happened.",1
You don’t know how that happened?! Your dog thought my diaphragm was a chew toy!,2
What a sweet story.,0
"Well, at least you’re not hearing it for the first time at your fifth grade Halloween party.",2
What?! They wanted a scary story!,1
"Anyway, we’re really excited about our wedding plans, and well I guess pretty soon we’ll be making a big withdrawal from the Monica wedding fund.",1
What?,2
"You tell her Jack, I can’t do it.",2
What happened? You still have the Monica wedding fund don’t you?,2
"We have it. Only now, we call it the beach house.",0
"After applying the Waxine and linen strips to leg number one,",0
Did that!,1
Grasp one of the linen strips by its ‘easy grab tab’ and pull it off in one quick pain free motion.,0
Okay.  Ow!!!!! Ow-oh-oh!,2
Was it not pain-free?,2
"No. It was painful. Oh my God , they should call it Pain-zine, now with a little wax.",2
"Huh, well, the girls in the satin nighties on the commercial don’t seem to think it’s that bad.",0
That’s because their nerves are probably deadened from being so stupid.,2
"But hey, y'know if you don’t believe me, please, by my guest.",0
Ow-ow-ow-ow! Oh my God!!!,2
"Now umm, remember I’m still learning.",0
"One, two, three, four!",0
You know the song! Sing along!,1
So?,0
No!,2
Oh my God! That’s David!,1
David who?,0
"David the scientist guy, David that I was in love with, David who went to Russia and broke my heart David!",2
Oh my God!,1
"Oh, you say someone’s name enough, they turn around.",0
Phoebe?,1
David!  What-what are you doing here? Aren’t you supposed to be in Russia?,1
"Yeah, I’m just, I’m just in town for a conference. Umm,",0
Well… Yeah. You look great too. Did you get a haircut?,1
Yeah. Well I-I got like thirty of them.,0
Yeah.,0
Yes! Santa's coming!,1
"Hey, uh, I’m really, really sorry about what happened in the cafeteria today.",2
"It’s no big deal. Hey, y’know, you do what you gotta do. Right?",0
"But hey, it’s not just me, I mean the scientists and the tour guides",0
Whatever.,0
"Okay, Mon, back me up here.",0
"Where you work the uh, waiters eat with the waiters, right?",0
"And the chefs eat with the other chefs, right?",0
I eat by myself in the alley because everybody hates me.,2
"Look, Ross, really it’s-it’s no big deal.",0
"Y’know you wear a white coat, I wear a blue blazer, if that means we can’t be friends at work, then so be it.",2
"Y’know, hey I understand.",0
Y’know?,0
"Hey, when I’m in a play and you’re in the audience, I don’t talk to you, right?",0
"So it’s y’know, it’s uh, it’s cool.",0
I’ll see you tomorrow.,0
"Yeah, when we’re in the audience he doesn’t talk to us, but he does wave.",0
You did look like an idiot.,1
"Hey, I wasn't the only one who looked like an idiot.",0
All right?,0
"Remember when Ross tried to say, ""Butternut squash?""",1
"And it came out, ""Squatternut buash?""",1
Yeah that's the same.,0
That's it. That's my worse Thanksgiving.,2
Oh wait! That can't be the one Rachel's talking about. She didn't even know that happened. So which one was it?,0
"Umm, I-I really don't want to tell this story.",2
"Oh, come on Monica, reliving past pain and getting depressed is what Thanksgiving is all about.",0
"Y'know, for me anyway.",2
"And of course, the Indians.",2
"Look umm, of all people, you do not want me to tell this story!",2
"Hi, guys.",0
Hi! Phoebe.,1
Hi Phoebe.,0
"I-I wanted to apologise if I—y’know seemed a tad edgy yesterday at my shower. Y’know it’s just the hormones, y’know.",2
No we,0
Hormones.,0
"hormones, yeah.",0
Your parents’?,0
"Yeah, they’re out of town.",0
Ohh.,1
"Yeah-yeah, it’s this",0
Yeah that works.,0
They-they-they can smell fear.,2
Bing! Ho! And the Bing-ette!,1
"Honey, you remember my boss Doug right?",0
"Yes, hi.",0
"Hi. So good news, the divorce is final. I signed the papers this A.M.",1
"I didn’t know you and Carol were getting divorced, I’m sorry.",2
"Sorry? Finally chewed my leg out of that bear trap. Hey, congratulations to you guys though!",1
No leg-chewing for us sir.,0
"Oh well, give it time.",0
"So the divorce, the marriage, we’ve got a lot to celebrate.",1
How about we all go out to dinner tomorrow night?,0
"Tomorrow night it is then, I should be out of court by six.",1
They keep throwing these sexual harassment cases at me and I keep knocking them out of the park!,1
"Okay, I’ll see you tomorrow!",1
"Just so you know, we’re not seeing him tomorrow.",0
I-I cannot spend another evening with that man.,2
Do you remember how he behaved at our wedding?,2
No.,0
That’s because he wasn’t invited because of the way he behaved at our engagement party.,2
"Oh yeah. Boy, urine cuts",2
"Now maybe you just like wanna but the whole duck in there! Who cares, y'know? Now I got the legs",0
"How many times have I told you guys, you",0
Hi Chandler.,0
Hey!,0
